          18  1.  1.  0  1 0.085   0.862  17.159   1.518   9.481
    1 -1.   21     11  0  0    0.0000   -0.0000   11.0000   11.0000    0.0005      0.0000   -0.0000    0.0000
    2  1.   21   2212  0  0    0.0000   -0.0000    0.0000    0.9383    0.9383      0.0000   -0.0000    0.0000
    3  0.   21     22  1  0    0.2166    0.3970    9.5523    9.4833   -1.2320      0.0000   -0.0000    0.0000
    4 -1.    1     11  1  0   -0.2166   -0.3970    1.4477    1.5167    0.0005      0.0000   -0.0000    0.0000
    5 -1.   13     -2  0  0    0.6331    0.2313    8.5972    8.6236    0.0056      0.0000   -0.0000    0.0000
    6  1.   13      2  2  5   -0.2740    0.4129    0.0755    0.5013    0.0056      0.0000   -0.0000    0.0000
    7  1.    1   2212  2  0   -0.1360   -0.2414    0.9486    1.3627    0.9383      0.0000   -0.0000    0.0000
    8  1.   12      2  6 10   -0.2740    0.4129    0.0755    0.5013    0.0056      0.0000   -0.0000    0.0000
    9 -1.   11     -2  5 10    0.6331    0.2313    8.5972    8.6236    0.0056      0.0000   -0.0000    0.0000
   10  0.   11     92  8 11    0.3591    0.6442    8.6727    9.1249    2.7394      0.0000   -0.0000    0.0000
   11  1.    1    211 10  0   -0.1221    0.2635    0.1865    0.3723    0.1396      0.0000   -0.0000    0.0000
   12 -1.    1   -211 10  0    0.0879   -0.1945    3.8439    3.8523    0.1396      0.0000   -0.0000    0.0000
   13  1.   11    213 10 15    0.6592    0.4687    4.2452    4.3912    0.7787      0.0000   -0.0000    0.0000
   14 -1.    1   -211 10  0   -0.2658    0.1065    0.3971    0.5091    0.1396      0.0000   -0.0000    0.0000
   15  1.    1    211 13  0   -0.0536    0.0710    1.8442    1.8517    0.1396      0.0000   -0.0000    0.0000
   16  0.   11    111 13 17    0.7128    0.3977    2.4010    2.5395    0.1350      0.0000   -0.0000    0.0000
   17  0.    1     22 16  0    0.1240    0.1134    0.6178    0.6403    0.0000      0.0000   -0.0000    0.0000
   18  0.    1     22 16  0    0.5888    0.2843    1.7831    1.8993    0.0000      0.0000   -0.0000    0.0000
          13  1.  1.  0  1 0.352   0.251   4.239   1.828   2.763
    1 -1.   21     11  0  0   -0.0000    0.0000   11.0000   11.0000    0.0005     -0.0000    0.0000    0.0000
    2  1.   21   2212  0  0   -0.0000    0.0000    0.0000    0.9383    0.9383     -0.0000    0.0000    0.0000
    3  0.   21     22  1  0    0.0756   -1.1645    2.8466    2.7636   -1.3520     -0.0000    0.0000    0.0000
    4 -1.    1     11  1  0   -0.0756    1.1645    8.1534    8.2364    0.0005     -0.0000    0.0000    0.0000
    5  1.   13      2  0  6   -0.1851   -1.1796    2.8239    3.0660    0.0056     -0.0000    0.0000    0.0000
    6  0.   13   2101  2  0    0.2607    0.0152    0.0227    0.6359    0.5793     -0.0000    0.0000    0.0000
    7  1.   12      2  5  9   -0.1851   -1.1796    2.8239    3.0660    0.0056     -0.0000    0.0000    0.0000
    8  0.   11   2101  6  9    0.2607    0.0152    0.0227    0.6359    0.5793     -0.0000    0.0000    0.0000
    9  0.   11     92  7 10    0.0756   -1.1645    2.8467    3.7019    2.0588     -0.0000    0.0000    0.0000
   10  0.   11    111  9 12   -0.1246   -1.0475    2.4239    2.6469    0.1350     -0.0000    0.0000    0.0000
   11  1.    1   2212  9  0    0.2003   -0.1170    0.4228    1.0550    0.9383     -0.0000    0.0000    0.0000
   12  0.    1     22 10  0   -0.1156   -0.4288    1.0571    1.1466    0.0000     -0.0000    0.0000    0.0000
   13  0.    1     22 10  0   -0.0090   -0.6187    1.3667    1.5003    0.0000     -0.0000    0.0000    0.0000
          16  1.  1.  0  1 0.245   0.230   4.461   1.159   2.525
    1 -1.   21     11  0  0    0.0000    0.0000   11.0000   11.0000    0.0005      0.0000    0.0000    0.0000
    2  1.   21   2212  0  0    0.0000    0.0000    0.0000    0.9383    0.9383      0.0000    0.0000    0.0000
    3  0.   21     22  1  0   -0.8222    0.4628    2.5783    2.5257   -1.0766      0.0000    0.0000    0.0000
    4 -1.    1     11  1  0    0.8222   -0.4628    8.4217    8.4743    0.0005      0.0000    0.0000    0.0000
    5  1.   13      2  0  6   -0.9561    0.2322    2.4469    2.6373    0.0056      0.0000    0.0000    0.0000
    6  0.   13   2103  2  0    0.1340    0.2307    0.1315    0.8267    0.7713      0.0000    0.0000    0.0000
    7  1.   12      2  5  9   -0.9561    0.2322    2.4469    2.6373    0.0056      0.0000    0.0000    0.0000
    8  0.   11   2103  6  9    0.1340    0.2307    0.1315    0.8267    0.7713      0.0000    0.0000    0.0000
    9  0.   11     92  7 10   -0.8222    0.4628    2.5783    3.4640    2.1121      0.0000    0.0000    0.0000
   10  0.   11    221  9 13   -0.4415    0.0226    0.9734    1.2011    0.5475      0.0000    0.0000    0.0000
   11  2.   11   2224  9 15   -0.4592    0.4514    1.1431    1.7739    1.1939      0.0000    0.0000    0.0000
   12 -1.    1   -211  9  0    0.0785   -0.0111    0.4619    0.4890    0.1396      0.0000    0.0000    0.0000
   13  0.    1     22 10  0   -0.5241   -0.1178    0.6935    0.8772    0.0000      0.0000    0.0000    0.0000
   14  0.    1     22 10  0    0.0827    0.1404    0.2799    0.3239    0.0000      0.0000    0.0000    0.0000
   15  1.    1   2212 11  0   -0.5289    0.4089    0.8250    1.4171    0.9383      0.0000    0.0000    0.0000
   16  1.    1    211 11  0    0.0697    0.0424    0.3181    0.3568    0.1396      0.0000    0.0000    0.0000
          18  1.  1.  0  1 0.184   0.431   8.143   1.634   4.739
    1 -1.   21     11  0  0   -0.0000    0.0000   11.0000   11.0000    0.0005     -0.0000    0.0000    0.0000
    2  1.   21   2212  0  0   -0.0000    0.0000    0.0000    0.9383    0.9383     -0.0000    0.0000    0.0000
    3  0.   21     22  1  0    0.7975   -0.5369    4.8150    4.7408   -1.2783     -0.0000    0.0000    0.0000
    4 -1.    1     11  1  0   -0.7975    0.5369    6.1850    6.2592    0.0005     -0.0000    0.0000    0.0000
    5  1.   13      2  0  6    1.0457   -0.1514    4.6477    4.7663    0.0056     -0.0000    0.0000    0.0000
    6  0.   13   2103  2  0   -0.2482   -0.3855    0.1674    0.9128    0.7713     -0.0000    0.0000    0.0000
    7  1.   12      2  5  9    1.0457   -0.1514    4.6477    4.7663    0.0056     -0.0000    0.0000    0.0000
    8  0.   11   2103  6  9   -0.2482   -0.3855    0.1674    0.9128    0.7713     -0.0000    0.0000    0.0000
    9  0.   11     92  7 10    0.7975   -0.5369    4.8150    5.6791    2.8536     -0.0000    0.0000    0.0000
   10  1.   11    213  9 13    0.5105   -0.2757    2.8468    2.9334    0.4054     -0.0000    0.0000    0.0000
   11  0.    1   2112  9  0    0.1099   -0.2286    1.2143    1.5562    0.9396     -0.0000    0.0000    0.0000
   12  0.   11    113  9 15    0.1772   -0.0325    0.7540    1.1894    0.9021     -0.0000    0.0000    0.0000
   13  1.    1    211 10  0    0.0395   -0.0055    0.7039    0.7187    0.1396     -0.0000    0.0000    0.0000
   14  0.   11    111 10 17    0.4710   -0.2703    2.1429    2.2147    0.1350     -0.0000    0.0000    0.0000
   15 -1.    1   -211 12  0    0.3481    0.3263    0.3736    0.6219    0.1396     -0.0000    0.0000    0.0000
   16  1.    1    211 12  0   -0.1710   -0.3588    0.3803    0.5676    0.1396     -0.0000    0.0000    0.0000
   17  0.    1     22 14  0    0.3869   -0.2314    1.9404    1.9921    0.0000     -0.0000    0.0000    0.0000
   18  0.    1     22 14  0    0.0840   -0.0388    0.2025    0.2227    0.0000     -0.0000    0.0000    0.0000
          16  1.  1.  0  1 0.202   0.546   9.876   2.271   6.002
    1 -1.   21     11  0  0    0.0000    0.0000   11.0000   11.0000    0.0005      0.0000    0.0000    0.0000
    2  1.   21   2212  0  0    0.0000    0.0000    0.0000    0.9383    0.9383      0.0000    0.0000    0.0000
    3  0.   21     22  1  0   -0.6700   -0.7563    6.1072    6.0040   -1.5070      0.0000    0.0000    0.0000
    4 -1.    1     11  1  0    0.6700    0.7563    4.8928    4.9960    0.0005      0.0000    0.0000    0.0000
    5  1.   13      2  0  6   -0.8093   -0.7937    6.2304    6.3327    0.0056      0.0000    0.0000    0.0000
    6  0.   13   2101  2  0    0.1393    0.0374   -0.1232    0.6096    0.5793      0.0000    0.0000    0.0000
    7  1.   12      2  5  9   -0.8093   -0.7937    6.2304    6.3327    0.0056      0.0000    0.0000    0.0000
    8  0.   11   2101  6  9    0.1393    0.0374   -0.1232    0.6096    0.5793      0.0000    0.0000    0.0000
    9  0.   11     92  7 10   -0.6700   -0.7563    6.1072    6.9423    3.1427      0.0000    0.0000    0.0000
   10  0.   11    111  9 13    0.1364   -0.3572    0.2017    0.4529    0.1350      0.0000    0.0000    0.0000
   11  1.    1    321  9  0   -1.0954   -0.4148    4.4770    4.6540    0.4936      0.0000    0.0000    0.0000
   12  0.   11   3122  9 15    0.2890    0.0157    1.4284    1.8354    1.1156      0.0000    0.0000    0.0000
   13  0.    1     22 10  0    0.0775   -0.3302    0.1543    0.3726    0.0000      0.0000    0.0000    0.0000
   14  0.    1     22 10  0    0.0589   -0.0270    0.0474    0.0803    0.0000      0.0000    0.0000    0.0000
